order_id	quantity	price
579	2	12.57
580	2	16.98
581	2	17.5
582	2	12.75
583	2	18.0
584	2	12.48
585	3	26.25
586	2	17.5
587	2	13.25
588	3	25.45
589	2	19.97
590	3	22.45
591	3	11.969999
592	2	17.5
593	1	11.48
594	2	17.48
595	2	10.88
596	3	23.46
597	2	16.2
598	3	12.15
599	2	19.97
600	2	12.75
601	3	12.15
602	3	26.75
603	2	12.75
604	3	14.45
605	1	10.98
606	3	12.95
607	3	12.95
608	3	19.369999
609	2	12.5
610	2	17.5
611	2	18.0
612	2	13.14
613	3	12.15
614	2	10.08
615	2	13.2
616	3	26.25
617	2	13.2
618	2	14.7
619	2	17.5
620	2	20.5
621	2	22.5
622	3	16.95
623	4	34.46
624	4	17.76
625	2	13.2
626	3	12.65
627	2	23.0
628	6	39.8
629	3	18.75
630	2	13.4
631	3	14.65
632	2	13.0
633	4	13.0
634	3	14.45
635	5	48.45
636	3	20.45
637	5	29.29
638	4	17.4
639	3	12.15
640	2	14.7
641	2	12.38
642	2	18.5
643	3	20.45
644	2	13.39
645	2	14.2
646	2	20.5
647	2	14.2
648	4	22.3
649	6	41.8
650	3	12.15
651	4	23.76
652	3	24.349998
653	2	23.0
654	6	38.9
655	3	15.2
656	3	14.77
657	2	13.4
658	2	23.0
659	2	16.2
660	2	16.2
661	2	18.0
662	2	17.48
663	2	17.48
664	2	20.5
665	2	12.48
666	2	14.97
667	3	25.97
668	2	16.98
669	2	13.4
670	4	29.2
671	2	16.98
672	2	12.07
673	2	13.4
674	3	12.95
675	2	18.5
676	2	12.2
677	3	12.15
678	2	12.98
679	2	13.9
680	2	12.38
681	2	18.0
682	3	26.95
683	3	12.15
684	2	16.2
685	2	12.2
686	2	16.98
687	3	24.45
688	5	49.45
689	2	10.18
690	2	11.88
691	11	118.25
692	2	21.96
693	2	12.67
694	2	20.47
695	2	10.18
696	3	12.9
697	2	12.75
698	3	20.45
699	2	10.18
700	3	12.95
701	2	13.4
702	1	11.08
703	3	25.47
704	2	13.0
705	2	20.5
706	3	21.95
707	2	12.75
708	4	41.739998
709	3	19.689999
710	4	13.4
711	2	10.88
712	3	24.95
713	2	19.97
714	2	12.2
715	2	18.5
716	2	20.5
717	2	17.5
718	1	10.98
719	2	20.5
720	3	19.65
721	2	13.4
722	2	16.2
723	2	10.88
724	4	13.0
725	3	12.15
726	2	10.18
727	2	12.75
728	2	17.5
729	2	12.48
730	2	10.08
731	2	12.5
732	3	19.369999
733	2	18.0
734	4	38.84
735	2	17.48
736	2	13.2
737	5	41.15
738	2	12.34
739	2	12.48
740	3	12.15
741	2	21.96
742	2	10.18
743	2	13.2
744	2	17.48
745	2	12.48
746	4	29.2
747	2	17.5
748	2	12.2
749	2	15.24
750	3	13.05
751	3	12.4
752	3	19.369999
753	2	13.7
754	3	22.689999
755	2	12.67
756	2	18.64
757	2	12.2
758	3	12.15
759	18	86.3
760	2	22.5
761	2	19.47
762	3	12.4
763	4	14.15
764	3	12.95
765	2	12.48
766	3	15.55
767	2	13.9
768	2	18.5
769	2	10.88
770	3	24.95
771	2	12.98
772	2	18.5
773	3	13.2
774	2	18.24
775	2	17.48
776	3	19.689999
777	2	22.5
778	2	12.2
779	2	10.18
780	1	10.98
781	2	13.2
782	2	14.2
783	3	19.869999
784	3	29.49
785	2	14.7
786	2	10.68
787	6	30.24
788	2	10.08
789	2	17.48
790	2	12.07
791	5	45.65
792	4	27.4
793	2	13.25
794	3	22.359999
795	3	20.15
796	3	12.4
797	2	12.98
798	4	24.14
799	2	12.98
800	2	17.5
801	2	12.5
802	1	10.98
803	5	17.95
804	2	15.7
805	3	16.65
806	5	40.35
807	4	24.7
808	3	12.95
809	2	13.2
810	2	22.96
811	2	10.88
812	3	25.15
813	3	12.4
814	4	31.4
815	2	12.5
816	4	31.7
817	3	26.75
818	9	70.85
819	1	10.98
820	2	16.98
821	1	10.98
822	2	17.98
823	4	41.0
824	2	12.48
825	2	12.67
826	2	17.5
827	2	11.38
828	2	11.38
829	3	12.95
830	2	23.0
831	2	17.5
832	3	19.369999
833	2	12.75
834	4	13.0
835	2	13.2
836	3	27.95
837	2	21.96
838	3	21.95
839	2	20.5
840	2	11.38
841	2	18.0
842	4	26.849998
843	2	13.25
844	3	22.45
845	2	13.0
846	3	19.0
847	3	12.4
848	7	55.45
849	3	22.189999
850	4	24.3
851	2	15.7
852	2	11.38
853	2	18.5
854	2	13.7
855	4	28.1
856	2	22.5
857	3	12.4
858	2	13.7
859	4	22.15
860	3	14.45
861	2	11.38
862	2	13.2
863	1	10.98
864	2	13.25
865	1	10.98
866	3	21.47
867	2	17.48
868	4	29.96
869	2	22.5
870	1	10.98
871	1	10.98
872	3	16.76
873	3	12.95
874	2	13.25
875	2	12.67
876	2	13.2
877	2	17.5
878	2	13.2
879	4	38.0
880	3	21.47
881	3	31.25
882	2	13.2
883	3	14.45
884	3	12.4
885	2	23.5
886	2	23.5
887	2	13.25
888	5	30.15
889	2	10.08
890	3	27.45
891	3	19.65
892	3	12.65
893	2	23.0
894	3	24.45
895	2	10.18
896	2	17.5
897	2	17.48
898	3	23.45
899	3	22.689999
900	2	20.47
901	7	33.32
902	1	11.48
903	3	12.4
904	2	10.68
905	2	12.5
906	2	18.5
907	6	38.3
908	2	19.47
909	4	22.3
910	2	18.0
911	3	12.15
912	5	24.65
913	4	31.7
914	2	21.0
915	4	13.9
916	8	52.45
917	1	10.98
918	2	17.5
919	3	12.15
920	1	10.98
921	3	12.4
922	3	12.95
923	2	18.5
924	2	10.88
925	2	13.2
926	23	205.25
927	2	17.98
928	3	12.95
929	2	13.25
930	2	22.5
931	3	12.4
932	2	16.98
933	2	13.25
934	4	14.55
935	3	12.95
936	3	14.95
937	3	24.45
938	3	12.15
939	2	12.67
940	4	20.0
941	3	28.75
942	2	10.18
943	2	21.0
944	2	10.88
945	4	27.439999
946	3	26.75
947	5	28.15
948	3	31.75
949	5	40.69
950	2	11.38
951	2	20.0
952	4	27.1
953	8	81.14
954	2	17.5
955	3	11.2699995
956	2	12.75
957	2	22.5
958	2	13.25
959	2	17.48
960	2	22.5
961	3	13.05
962	3	22.15
963	2	14.2
964	2	15.7
965	3	14.27
966	3	25.65
967	2	11.38
968	2	20.5
969	2	13.14
970	6	19.39
971	3	11.97
972	3	26.25
973	6	46.9
974	2	18.0
975	4	23.5
976	3	24.5
977	2	19.97
978	3	15.35
979	3	24.95
980	2	12.67
981	2	21.0
982	2	13.7
983	3	23.46
984	3	14.95
985	1	10.98
986	2	17.5
987	2	23.0
988	2	19.97
989	3	16.95
990	3	12.469999
991	2	13.4
992	2	13.2
993	2	10.18
994	2	12.67
995	3	24.95
996	4	43.0
997	2	22.5
998	2	10.88
999	5	29.25
1000	2	20.5
1001	2	10.08
1002	2	10.68
1003	2	13.0
1004	2	21.96
1005	3	12.15
1006	8	71.4
1007	3	11.7699995
1008	3	12.15
1009	4	12.36
1010	5	33.239998
1011	4	13.0
1012	2	22.5
1013	4	31.9
1014	2	10.08
1015	2	13.4
1016	3	32.25
1017	2	22.5
1018	2	12.2
1019	2	15.7
1020	3	14.65
1021	2	12.75
1022	1	10.98
1023	2	16.98
1024	2	18.5
1025	3	16.06
1026	4	31.7
1027	2	17.5
1028	2	13.2
1029	3	14.45
1030	3	26.75
1031	3	21.95
1032	3	13.59
1033	3	28.75
1034	2	13.4
1035	4	32.04
1036	1	10.98
1037	2	15.7
1038	2	22.5
1039	2	19.47
1040	2	11.88
1041	3	20.95
1042	3	12.39
1043	2	14.7
1044	3	24.5
1045	3	12.4
1046	2	11.88
1047	2	13.0
1048	2	17.5
1049	2	12.5
1050	3	12.95
1051	7	59.35
1052	4	38.2
1053	2	11.88
1054	2	12.2
1055	4	11.16
1056	2	17.98
1057	3	31.25
1058	3	18.65
1059	3	22.45
1060	2	16.98
1061	1	10.98
1062	2	14.969999
1063	2	20.5
1064	4	18.95
1065	2	16.98
1066	2	17.5
1067	2	18.0
1068	3	12.95
1069	2	12.75
1070	4	33.7
1071	5	32.7
1072	2	17.5
1073	2	10.18
1074	4	22.3
1075	2	12.75
1076	3	20.39
1077	2	18.5
1078	2	22.5
1079	2	23.5
1080	2	23.0
1081	3	12.15
1082	3	32.25
1083	3	14.65
1084	2	13.2
1085	3	22.95
1086	2	15.7
1087	3	22.15
1088	2	23.14
1089	3	13.2
1090	3	13.05
1091	3	31.75
1092	3	25.15
1093	2	10.08
1094	2	16.98
1095	3	20.869999
1096	2	14.969999
1097	6	29.599998
1098	2	12.57
1099	2	16.98
1100	2	16.98
1101	3	16.06
1102	3	20.45
1103	3	20.95
1104	2	13.4
1105	2	13.7
1106	3	25.45
1107	2	13.9
1108	2	18.0
1109	2	17.74
1110	3	22.95
1111	2	14.969999
1112	3	12.9
1113	2	20.0
1114	4	19.09
1115	3	21.95
1116	2	23.0
1117	4	12.36
1118	2	12.38
1119	2	10.68
1120	2	17.48
1121	4	12.26
1122	2	10.08
1123	2	12.67
1124	3	13.57
1125	2	17.5
1126	2	20.5
1127	2	18.0
1128	4	23.76
1129	2	18.0
1130	2	18.5
1131	3	15.37
1132	3	18.07
1133	2	12.38
1134	2	12.5
1135	2	12.98
1136	4	24.14
1137	2	18.0
1138	2	22.5
1139	2	12.5
1140	4	23.7
1141	3	12.15
1142	3	26.97
1143	3	12.95
1144	3	14.75
1145	2	17.5
1146	1	11.08
1147	2	10.68
1148	2	10.68
1149	3	18.36
1150	2	13.9
1151	2	14.7
1152	2	17.5
1153	2	23.0
1154	3	27.45
1155	2	12.5
1156	8	26.619999
1157	2	20.0
1158	2	23.5
1159	3	17.85
1160	2	18.77
1161	2	13.7
1162	2	10.08
1163	2	12.75
1164	2	12.98
1165	3	18.35
1166	3	24.45
1167	6	33.2
1168	2	22.5
1169	2	20.5
1170	7	44.51
1171	3	24.95
1172	2	11.88
1173	2	17.48
1174	2	17.5
1175	2	22.96
1176	4	43.14
1177	3	11.2699995
1178	2	17.98
1179	2	18.0
1180	2	12.2
1181	2	12.48
1182	7	42.129997
1183	2	17.5
1184	2	18.5
1185	2	12.5
1186	2	10.08
1187	2	13.2
1188	3	25.15
1189	3	31.25
1190	3	14.45
1191	4	26.0
1192	4	19.66
1193	4	38.7
1194	3	19.17
1195	3	19.07
1196	3	28.99
1197	2	13.2
1198	2	10.68
1199	1	11.48
1200	3	14.25
1201	4	12.36
1202	2	10.88
1203	2	13.0
1204	2	10.18
1205	2	10.18
1206	3	24.95
1207	2	13.2
1208	2	20.0
1209	2	20.0
1210	4	17.56
1211	2	12.48
1212	2	12.48
1213	2	12.98
1214	2	15.7
1215	2	10.88
1216	2	10.88
1217	2	12.48
1218	3	16.95
1219	2	13.7
1220	3	14.07
1221	4	29.4
1222	2	20.0
1223	3	33.75
1224	2	22.5
1225	2	17.48
1226	3	21.95
1227	2	16.98
1228	4	36.7
1229	2	12.2
1230	2	10.18
1231	5	17.45
1232	2	12.75
1233	1	11.48
1234	2	13.4
1235	2	18.14
1236	2	12.48
1237	2	10.48
1238	2	13.17
1239	2	15.469999
1240	2	10.18
1241	2	12.2
1242	2	10.18
1243	5	43.09
1244	4	29.54
1245	2	13.2
1246	3	19.65
1247	4	12.5
1248	4	31.439999
1249	2	16.98
1250	5	23.95
1251	2	12.48
1252	2	19.27
1253	2	18.24
1254	3	12.47
1255	3	26.95
1256	2	10.68
1257	2	21.96
1258	3	11.17
1259	2	11.38
1260	2	10.379999
1261	5	20.15
1262	2	10.08
1263	2	16.98
1264	2	13.2
1265	2	17.5
1266	2	18.0
1267	2	10.88
1268	2	13.2
1269	2	22.5
1270	2	20.5
1271	4	34.46
1272	2	13.2
1273	1	11.48
1274	3	12.15
1275	2	13.7
1276	3	25.15
1277	2	11.38
1278	2	17.38
1279	2	14.7
1280	2	13.25
1281	3	15.2
1282	3	22.859999
1283	4	26.54
1284	2	16.2
1285	2	17.5
1286	2	15.7
1287	3	17.85
1288	3	13.57
1289	2	22.5
1290	2	10.88
1291	2	11.38
1292	2	13.4
1293	3	12.95
1294	2	20.0
1295	2	17.5
1296	2	23.5
1297	2	22.5
1298	4	15.7
1299	3	19.67
1300	2	10.68
1301	2	12.5
1302	2	19.77
1303	2	10.08
1304	4	26.7
1305	3	18.75
1306	3	12.15
1307	2	12.48
1308	2	10.88
1309	4	15.66
1310	2	13.2
1311	1	11.48
1312	2	17.5
1313	1	11.48
1314	2	18.0
1315	2	12.48
1316	2	12.75
1317	2	20.0
1318	2	13.2
1319	2	13.7
1320	5	24.75
1321	4	13.25
1322	3	24.95
1323	4	40.5
1324	3	12.15
1325	3	12.15
1326	2	17.48
1327	3	18.75
1328	4	16.25
1329	2	17.5
1330	5	27.25
1331	3	24.0
1332	3	19.65
1333	3	12.15
1334	2	21.96
1335	2	10.18
1336	3	26.07
1337	2	13.25
1338	2	17.98
1339	1	11.48
1340	2	18.5
1341	5	44.25
1342	3	12.15
1343	2	20.64
1344	2	16.2
1345	2	18.5
1346	2	18.64
1347	2	10.88
1348	3	11.2699995
1349	4	19.66
1350	2	12.5
1351	2	11.88
1352	2	12.48
1353	2	20.0
1354	2	10.18
1355	2	16.98
1356	4	31.5
1357	2	20.0
1358	2	16.98
1359	4	12.5
1360	6	52.18
1361	2	23.0
1362	2	19.47
1363	2	10.88
1364	2	20.5
1365	3	13.2
1366	2	14.2
1367	4	30.2
1368	2	20.0
1369	2	13.2
1370	2	12.5
1371	4	14.2
1372	2	18.5
1373	2	15.74
1374	2	17.5
1375	2	10.18
1376	2	12.48
1377	3	14.65
1378	2	17.48
1379	2	10.08
1380	3	14.45
1381	2	23.0
1382	2	20.5
1383	2	12.75
1384	2	13.4
1385	1	10.98
1386	2	20.5
1387	2	14.2
1388	2	20.5
1389	3	26.75
1390	3	18.75
1391	3	14.9
1392	3	28.75
1393	2	17.5
1394	2	15.7
1395	3	25.47
1396	6	23.74
1397	2	14.2
1398	3	35.25
1399	3	12.95
1400	2	13.4
1401	2	13.7
1402	4	30.7
1403	2	13.14
1404	3	12.15
1405	4	12.36
1406	2	17.38
1407	2	12.2
1408	2	13.37
1409	2	22.5
1410	2	21.96
1411	3	21.16
1412	2	14.7
1413	2	20.0
1414	3	26.75
1415	2	18.77
1416	3	13.2
1417	4	16.2
1418	2	20.5
1419	3	21.269999
1420	2	10.379999
1421	2	13.7
1422	3	17.85
1423	2	16.88
1424	2	15.7
1425	3	21.25
1426	4	44.64
1427	3	12.4
1428	2	16.2
1429	4	26.349998
1430	3	12.95
1431	6	41.6
1432	2	18.5
1433	4	22.76
1434	4	21.65
1435	2	12.5
1436	2	10.08
1437	3	12.4
1438	2	12.48
1439	3	12.4
1440	4	21.65
1441	3	12.4
1442	2	13.7
1443	35	160.73999
1444	2	23.0
1445	2	13.37
1446	4	15.7
1447	2	16.98
1448	2	15.24
1449	11	95.39
1450	3	20.95
1451	2	13.87
1452	2	11.38
1453	4	33.7
1454	10	85.24
1455	3	24.65
1456	2	13.0
1457	3	12.4
1458	2	13.4
1459	2	11.38
1460	3	24.65
1461	3	31.25
1462	4	26.74
1463	2	10.88
1464	2	12.2
1465	2	16.98
1466	2	12.08
1467	2	10.08
1468	2	12.38
1469	2	13.7
1470	2	21.96
1471	2	17.5
1472	3	21.25
1473	2	16.2
1474	2	22.5
1475	2	10.08
1476	3	21.16
1477	2	20.5
1478	2	16.98
1479	2	13.2
1480	3	29.49
1481	2	18.5
1482	4	15.7
1483	14	139.0
1484	3	10.67
1485	3	11.2699995
1486	2	12.5
1487	3	12.4
1488	2	10.18
1489	3	12.95
1490	2	12.48
1491	2	16.98
1492	3	22.15
1493	2	13.25
1494	2	10.08
1495	1	10.98
1496	1	10.98
1497	2	12.5
1498	2	13.2
1499	3	17.59
1500	2	17.98
1501	2	15.7
1502	2	23.5
1503	2	12.48
1504	2	13.7
1505	2	13.7
1506	2	13.2
1507	2	17.5
1508	2	18.24
1509	3	21.95
1510	3	13.2
1511	5	41.95
1512	2	23.0
1513	2	14.2
1514	5	19.95
1515	2	12.2
1516	2	11.38
1517	4	24.14
1518	2	12.57
1519	1	10.98
1520	2	18.5
1521	2	20.0
1522	2	23.0
1523	2	12.5
1524	2	13.7
1525	2	15.74
1526	2	23.5
1527	2	11.38
1528	2	16.98
1529	2	18.5
1530	3	12.95
1531	2	13.9
1532	2	16.98
1533	6	39.44
1534	3	29.25
1535	2	13.2
1536	2	16.98
1537	4	27.44
1538	3	24.65
1539	2	21.0
1540	2	21.96
1541	4	22.06
1542	2	13.2
1543	2	12.48
1544	2	20.0
1545	2	13.4
1546	2	16.2
1547	3	29.25
1548	2	18.5
1549	3	12.4
1550	4	17.65
1551	2	12.75
1552	2	11.38
1553	2	13.25
1554	4	33.44
1555	2	12.48
1556	4	20.5
1557	2	12.98
1558	2	15.24
1559	16	82.44
1560	2	17.5
1561	2	22.5
1562	3	11.2699995
1563	3	13.45
1564	2	16.88
1565	2	10.88
1566	2	10.88
1567	1	10.98
1568	2	17.98
1569	2	10.18
1570	2	17.5
1571	2	15.7
1572	3	21.95
1573	2	13.2
1574	4	13.9
1575	2	10.08
1576	2	13.2
1577	5	33.05
1578	4	12.36
1579	3	12.4
1580	3	21.47
1581	3	12.15
1582	2	12.2
1583	2	15.7
1584	2	12.2
1585	3	21.47
1586	6	51.2
1587	2	12.5
1588	4	27.9
1589	1	10.98
1590	2	17.5
1591	2	18.5
1592	8	35.2
1593	2	16.98
1594	2	14.2
1595	3	12.4
1596	2	10.88
1597	3	12.65
1598	4	33.26
1599	3	12.95
1600	2	12.2
1601	4	42.5
1602	2	10.08
1603	3	22.95
1604	4	15.96
1605	2	17.48
1606	2	17.5
1607	2	23.0
1608	4	15.7
1609	2	11.88
1610	4	23.7
1611	5	20.35
1612	2	12.98
1613	3	22.65
1614	2	13.0
1615	4	38.64
1616	2	12.2
1617	2	13.7
1618	3	19.25
1619	2	13.25
1620	2	13.2
1621	2	10.08
1622	2	12.2
1623	2	10.68
1624	2	10.379999
1625	2	15.7
1626	3	21.95
1627	4	24.45
1628	2	16.88
1629	3	11.27
1630	3	12.95
1631	2	12.48
1632	2	14.37
1633	3	24.65
1634	2	18.5
1635	2	16.98
1636	2	12.75
1637	2	10.88
1638	2	11.38
1639	2	16.2
1640	2	17.5
1641	2	18.5
1642	5	16.95
1643	4	27.9
1644	3	14.45
1645	3	12.0
1646	2	22.5
1647	2	22.5
1648	4	33.7
1649	2	18.0
1650	2	13.2
1651	3	12.15
1652	4	21.8
1653	3	12.95
1654	2	12.2
1655	8	49.95
